sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
Health,Disease and Prevention,5325,"Nurses and midwives (per 1,000 people)",2011,Armenia,5.7578,Upper Middle Income Country (World Bank Classification),4.56968888888888888888889,Eurasia,Europe and Eurasia,8.44250243902439024390244
Health,Disease and Prevention,5325,"Nurses and midwives (per 1,000 people)",2012,Armenia,5.7434,Upper Middle Income Country (World Bank Classification),4.44399285714285714285714,Eurasia,Europe and Eurasia,8.3849225
Health,Disease and Prevention,5325,"Nurses and midwives (per 1,000 people)",2013,Armenia,5.6513,Upper Middle Income Country (World Bank Classification),4.79925806451612903225806,Eurasia,Europe and Eurasia,8.21843809523809523809524
Health,Disease and Prevention,5325,"Nurses and midwives (per 1,000 people)",2014,Armenia,5.6094,Upper Middle Income Country (World Bank Classification),4.45281111111111111111111,Eurasia,Europe and Eurasia,8.5203775
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2008,Armenia,63.64,Upper Middle Income Country (World Bank Classification),60.2237090909090909090909,Eurasia,Europe and Eurasia,68.8667727272727272727273
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2009,Armenia,63.54,Upper Middle Income Country (World Bank Classification),60.6193636363636363636364,Eurasia,Europe and Eurasia,69.0619090909090909090909
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2010,Armenia,63.44,Upper Middle Income Country (World Bank Classification),61.0171818181818181818182,Eurasia,Europe and Eurasia,69.2538181818181818181818
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2011,Armenia,63.34,Upper Middle Income Country (World Bank Classification),61.4119272727272727272727,Eurasia,Europe and Eurasia,69.4530227272727272727273
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2012,Armenia,63.24,Upper Middle Income Country (World Bank Classification),61.7888363636363636363636,Eurasia,Europe and Eurasia,69.6649772727272727272727
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2013,Armenia,63.164,Upper Middle Income Country (World Bank Classification),62.1401636363636363636364,Eurasia,Europe and Eurasia,69.8760909090909090909091
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2014,Armenia,63.112,Upper Middle Income Country (World Bank Classification),62.4896909090909090909091,Eurasia,Europe and Eurasia,70.0800681818181818181818
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2015,Armenia,63.085,Upper Middle Income Country (World Bank Classification),62.8280363636363636363636,Eurasia,Europe and Eurasia,70.2864090909090909090909
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2016,Armenia,63.082,Upper Middle Income Country (World Bank Classification),63.1667454545454545454545,Eurasia,Europe and Eurasia,70.4975454545454545454545
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2017,Armenia,63.103,Upper Middle Income Country (World Bank Classification),63.5056,Eurasia,Europe and Eurasia,70.71425
Environment and Global Climate Change,Land resources,5382,Urban population (% of total population),2018,Armenia,63.149,Upper Middle Income Country (World Bank Classification),63.8455636363636363636364,Eurasia,Europe and Eurasia,70.9376136363636363636364
Education,Secondary Education,5399,Government expenditure per secondary student as percentage of GDP per capita (percentage),2013,Armenia,14.8701,Upper Middle Income Country (World Bank Classification),15.91351875,Eurasia,Europe and Eurasia,23.50199375
Education,Secondary Education,5399,Government expenditure per secondary student as percentage of GDP per capita (percentage),2014,Armenia,14.57604,Upper Middle Income Country (World Bank Classification),17.2797972222222222222222,Eurasia,Europe and Eurasia,24.0111046666666666666667
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2008,Armenia,3.0,Upper Middle Income Country (World Bank Classification),20.94871794871795,Eurasia,Europe and Eurasia,38.79310344827586
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2009,Armenia,5.0,Upper Middle Income Country (World Bank Classification),23.48717948717949,Eurasia,Europe and Eurasia,40.24137931034483
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2010,Armenia,7.0,Upper Middle Income Country (World Bank Classification),26.87179487179487,Eurasia,Europe and Eurasia,42.6551724137931
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2011,Armenia,10.0,Upper Middle Income Country (World Bank Classification),29.61538461538462,Eurasia,Europe and Eurasia,44.79310344827586
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2012,Armenia,13.0,Upper Middle Income Country (World Bank Classification),32.64102564102564,Eurasia,Europe and Eurasia,47.20689655172414
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2013,Armenia,17.0,Upper Middle Income Country (World Bank Classification),35.71794871794872,Eurasia,Europe and Eurasia,49.48275862068966
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2014,Armenia,22.0,Upper Middle Income Country (World Bank Classification),38.74358974358974,Eurasia,Europe and Eurasia,51.82758620689655
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2015,Armenia,28.0,Upper Middle Income Country (World Bank Classification),42.71794871794872,Eurasia,Europe and Eurasia,54.89655172413793
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2016,Armenia,35.0,Upper Middle Income Country (World Bank Classification),47.46153846153846,Eurasia,Europe and Eurasia,58.86206896551724
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2017,Armenia,44.0,Upper Middle Income Country (World Bank Classification),51.46153846153846,Eurasia,Europe and Eurasia,64.1
Health,HIV and AIDS,5434,Antiretroviral therapy coverage (percentage of people living with HIV),2018,Armenia,53.0,Upper Middle Income Country (World Bank Classification),56.64102564102564,Eurasia,Europe and Eurasia,65.75
Environment and Global Climate Change,Water resources,5474,Renewable internal freshwater resources per capita (cubic meters),2007,Armenia,2338.865819,Upper Middle Income Country (World Bank Classification),23402.38624320408163265306122449,Eurasia,Europe and Eurasia,19662.691306418604651162790697674
Environment and Global Climate Change,Water resources,5474,Renewable internal freshwater resources per capita (cubic meters),2012,Armenia,2378.105206,Upper Middle Income Country (World Bank Classification),22114.291241857142857142857142857,Eurasia,Europe and Eurasia,19170.75725376744186046511627907
Environment and Global Climate Change,Water resources,5474,Renewable internal freshwater resources per capita (cubic meters),2014,Armenia,2355.099895,Upper Middle Income Country (World Bank Classification),21611.605334836734693877551020408,Eurasia,Europe and Eurasia,18869.482575744186046511627906977
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2004,Armenia,1.740059,Upper Middle Income Country (World Bank Classification),2.63781621568627450980392,Eurasia,Europe and Eurasia,2.3120737380952380952381
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2005,Armenia,1.732562,Upper Middle Income Country (World Bank Classification),2.57402259615384615384615,Eurasia,Europe and Eurasia,2.29672144186046511627907
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2006,Armenia,1.712687,Upper Middle Income Country (World Bank Classification),2.56197545283018867924528,Eurasia,Europe and Eurasia,2.33223731818181818181818
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2007,Armenia,1.775114,Upper Middle Income Country (World Bank Classification),2.52118084905660377358491,Eurasia,Europe and Eurasia,2.30185193181818181818182
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2008,Armenia,1.850547,Upper Middle Income Country (World Bank Classification),2.55390420454545454545455,Eurasia,Europe and Eurasia,2.28406234090909090909091
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2009,Armenia,1.670541,Upper Middle Income Country (World Bank Classification),2.51695593181818181818182,Eurasia,Europe and Eurasia,2.23443925
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2010,Armenia,1.698231,Upper Middle Income Country (World Bank Classification),2.53188052272727272727273,Eurasia,Europe and Eurasia,2.24364027272727272727273
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2011,Armenia,1.810836,Upper Middle Income Country (World Bank Classification),2.53219188636363636363636,Eurasia,Europe and Eurasia,2.25096759090909090909091
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2012,Armenia,1.917075,Upper Middle Income Country (World Bank Classification),2.53423372727272727272727,Eurasia,Europe and Eurasia,2.22579234090909090909091
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2013,Armenia,1.895224,Upper Middle Income Country (World Bank Classification),2.50365097727272727272727,Eurasia,Europe and Eurasia,2.21006081818181818181818
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2014,Armenia,1.868984,Upper Middle Income Country (World Bank Classification),2.52895365116279069767442,Eurasia,Europe and Eurasia,2.17258072727272727272727
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2006,Armenia,11.654373,Upper Middle Income Country (World Bank Classification),33.922024327272727272727272727273,Eurasia,Europe and Eurasia,31.304977136363636363636363636364
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2007,Armenia,11.647348,Upper Middle Income Country (World Bank Classification),33.996474854545454545454545454545,Eurasia,Europe and Eurasia,31.467642409090909090909090909091
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2008,Armenia,11.640323,Upper Middle Income Country (World Bank Classification),34.065135836363636363636363636364,Eurasia,Europe and Eurasia,31.624236681818181818181818181818
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2009,Armenia,11.633299,Upper Middle Income Country (World Bank Classification),34.134404072727272727272727272727,Eurasia,Europe and Eurasia,31.774896636363636363636363636364
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2010,Armenia,11.626273,Upper Middle Income Country (World Bank Classification),34.202658254545454545454545454545,Eurasia,Europe and Eurasia,31.926786386363636363636363636364
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2011,Armenia,11.633299,Upper Middle Income Country (World Bank Classification),34.214980854545454545454545454545,Eurasia,Europe and Eurasia,31.98188275
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2012,Armenia,11.640323,Upper Middle Income Country (World Bank Classification),34.231951145454545454545454545455,Eurasia,Europe and Eurasia,32.051160431818181818181818181818
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2013,Armenia,11.647348,Upper Middle Income Country (World Bank Classification),34.257910418181818181818181818182,Eurasia,Europe and Eurasia,32.075512386363636363636363636364
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2014,Armenia,11.654373,Upper Middle Income Country (World Bank Classification),34.2734414,Eurasia,Europe and Eurasia,32.130072181818181818181818181818
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2015,Armenia,11.661398,Upper Middle Income Country (World Bank Classification),34.288289963636363636363636363636,Eurasia,Europe and Eurasia,32.184781795454545454545454545455
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2016,Armenia,11.668423,Upper Middle Income Country (World Bank Classification),34.3030978181818181818182,Eurasia,Europe and Eurasia,32.237836545454545454545454545455
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2005,Armenia,28.06712,Upper Middle Income Country (World Bank Classification),32.1563908,Eurasia,Europe and Eurasia,23.905179066666666666666666666667
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2006,Armenia,30.718734,Upper Middle Income Country (World Bank Classification),31.961509533333333333333333333333,Eurasia,Europe and Eurasia,22.840356355555555555555555555556
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2007,Armenia,31.41743,Upper Middle Income Country (World Bank Classification),30.7522702,Eurasia,Europe and Eurasia,21.9961788222222222222222
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2008,Armenia,31.143847,Upper Middle Income Country (World Bank Classification),30.349951466666666666666666666667,Eurasia,Europe and Eurasia,22.295641911111111111111111111111
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2009,Armenia,35.602187,Upper Middle Income Country (World Bank Classification),30.921252133333333333333333333333,Eurasia,Europe and Eurasia,23.943223022222222222222222222222
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2010,Armenia,39.3776,Upper Middle Income Country (World Bank Classification),31.820559644444444444444444444444,Eurasia,Europe and Eurasia,25.475698844444444444444444444444
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2011,Armenia,33.499327,Upper Middle Income Country (World Bank Classification),29.399540355555555555555555555556,Eurasia,Europe and Eurasia,21.6501417111111111111111
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2012,Armenia,28.894973,Upper Middle Income Country (World Bank Classification),28.8386473333333333333333,Eurasia,Europe and Eurasia,22.1264495333333333333333
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2013,Armenia,28.184176,Upper Middle Income Country (World Bank Classification),29.922559977777777777777777777778,Eurasia,Europe and Eurasia,24.0665054
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2014,Armenia,25.703226,Upper Middle Income Country (World Bank Classification),28.632103466666666666666666666667,Eurasia,Europe and Eurasia,23.651481533333333333333333333333
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2015,Armenia,28.285678,Upper Middle Income Country (World Bank Classification),28.599173422222222222222222222222,Eurasia,Europe and Eurasia,22.861357355555555555555555555556
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2004,Armenia,1440.32099,Upper Middle Income Country (World Bank Classification),2080.9411228409090909090909090909,Eurasia,Europe and Eurasia,6302.7114631363636363636363636364
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2005,Armenia,1521.499737,Upper Middle Income Country (World Bank Classification),2226.3843636,Eurasia,Europe and Eurasia,6351.8789047777777777777777777778
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2006,Armenia,1639.789244,Upper Middle Income Country (World Bank Classification),2301.3271891555555555555555555556,Eurasia,Europe and Eurasia,6535.6178784222222222222222222222
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2007,Armenia,1773.159682,Upper Middle Income Country (World Bank Classification),2357.3262047555555555555555555556,Eurasia,Europe and Eurasia,6714.2747331333333333333333333333
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2008,Armenia,1669.407742,Upper Middle Income Country (World Bank Classification),2399.7138167111111111111111111111,Eurasia,Europe and Eurasia,7018.5631203111111111111111111111
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2009,Armenia,1661.304418,Upper Middle Income Country (World Bank Classification),2347.8236914,Eurasia,Europe and Eurasia,6705.3485511777777777777777777778
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2010,Armenia,1726.259758,Upper Middle Income Country (World Bank Classification),2469.6662953333333333333333333333,Eurasia,Europe and Eurasia,6989.5650541555555555555555555556
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2011,Armenia,1807.033316,Upper Middle Income Country (World Bank Classification),2557.0010574666666666666666666667,Eurasia,Europe and Eurasia,6932.5524210444444444444444444444
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2012,Armenia,1892.013429,Upper Middle Income Country (World Bank Classification),2567.2343217333333333333333333333,Eurasia,Europe and Eurasia,6951.5346761333333333333333333333
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2013,Armenia,1931.264115,Upper Middle Income Country (World Bank Classification),2613.9454076,Eurasia,Europe and Eurasia,6900.6591881111111111111111111111
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2014,Armenia,1961.610395,Upper Middle Income Country (World Bank Classification),2611.9055456888888888888888888889,Eurasia,Europe and Eurasia,6797.9486170222222222222222222222
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2009,Armenia,52.717999,Upper Middle Income Country (World Bank Classification),65.305615346153846153846153846154,Eurasia,Europe and Eurasia,58.859318204545454545454545454545
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2010,Armenia,56.238998,Upper Middle Income Country (World Bank Classification),65.097576788461538461538461538462,Eurasia,Europe and Eurasia,58.124590795454545454545454545455
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2011,Armenia,56.015999,Upper Middle Income Country (World Bank Classification),65.041634634615384615384615384615,Eurasia,Europe and Eurasia,58.080772840909090909090909090909
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2012,Armenia,56.747002,Upper Middle Income Country (World Bank Classification),65.323095826923076923076923076923,Eurasia,Europe and Eurasia,57.887249909090909090909090909091
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2013,Armenia,58.252998,Upper Middle Income Country (World Bank Classification),65.250269403846153846153846153846,Eurasia,Europe and Eurasia,57.805431727272727272727272727273
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2014,Armenia,56.75,Upper Middle Income Country (World Bank Classification),65.4506345,Eurasia,Europe and Eurasia,58.325409409090909090909090909091
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2015,Armenia,55.164001,Upper Middle Income Country (World Bank Classification),65.536288769230769230769230769231,Eurasia,Europe and Eurasia,58.881727409090909090909090909091
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2016,Armenia,54.59,Upper Middle Income Country (World Bank Classification),65.555615019230769230769230769231,Eurasia,Europe and Eurasia,59.421045090909090909090909090909
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2017,Armenia,54.073002,Upper Middle Income Country (World Bank Classification),65.908422826923076923076923076923,Eurasia,Europe and Eurasia,60.266250090909090909090909090909
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2018,Armenia,54.174,Upper Middle Income Country (World Bank Classification),66.074673538461538461538461538462,Eurasia,Europe and Eurasia,61.043295727272727272727272727273
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2019,Armenia,54.865002,Upper Middle Income Country (World Bank Classification),65.957634538461538461538461538462,Eurasia,Europe and Eurasia,61.087091022727272727272727272727
Economy,Poverty,5850,Income share held by lowest 20 percent,2008,Armenia,9.1,Upper Middle Income Country (World Bank Classification),5.696,Eurasia,Europe and Eurasia,7.965789473684211
Economy,Poverty,5850,Income share held by lowest 20 percent,2009,Armenia,9.4,Upper Middle Income Country (World Bank Classification),5.644,Eurasia,Europe and Eurasia,7.7775
Economy,Poverty,5850,Income share held by lowest 20 percent,2010,Armenia,9.1,Upper Middle Income Country (World Bank Classification),5.708695652173913,Eurasia,Europe and Eurasia,7.7425
Economy,Poverty,5850,Income share held by lowest 20 percent,2011,Armenia,9.0,Upper Middle Income Country (World Bank Classification),6.095833333333333,Eurasia,Europe and Eurasia,7.778048780487805
Economy,Poverty,5850,Income share held by lowest 20 percent,2012,Armenia,9.0,Upper Middle Income Country (World Bank Classification),6.011111111111111,Eurasia,Europe and Eurasia,7.604761904761905
Economy,Poverty,5850,Income share held by lowest 20 percent,2013,Armenia,8.6,Upper Middle Income Country (World Bank Classification),6.015384615384615,Eurasia,Europe and Eurasia,7.580952380952381
Economy,Poverty,5850,Income share held by lowest 20 percent,2014,Armenia,8.4,Upper Middle Income Country (World Bank Classification),5.72962962962963,Eurasia,Europe and Eurasia,7.573809523809524
Economy,Poverty,5850,Income share held by lowest 20 percent,2015,Armenia,8.2,Upper Middle Income Country (World Bank Classification),5.914814814814815,Eurasia,Europe and Eurasia,7.630232558139535
Economy,Poverty,5850,Income share held by lowest 20 percent,2016,Armenia,7.9,Upper Middle Income Country (World Bank Classification),6.044444444444444,Eurasia,Europe and Eurasia,7.685365853658537
