Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","44","Colombia","5510","Production","406","Garlic","2018","2018","tonnes","11413","Im","FAO data based on imputation methodology"
"QC","Crops","98","Croatia","5419","Yield","406","Garlic","2018","2018","hg/ha","51575","Fc","Calculated data"
"QC","Crops","98","Croatia","5510","Production","406","Garlic","2018","2018","tonnes","2357","","Official data"
"QC","Crops","49","Cuba","5419","Yield","406","Garlic","2018","2018","hg/ha","72988","Fc","Calculated data"
"QC","Crops","49","Cuba","5510","Production","406","Garlic","2018","2018","tonnes","17320","","Official data"
"QC","Crops","50","Cyprus","5419","Yield","406","Garlic","2018","2018","hg/ha","169581","Fc","Calculated data"
"QC","Crops","50","Cyprus","5510","Production","406","Garlic","2018","2018","tonnes","365","Im","FAO data based on imputation methodology"
"QC","Crops","167","Czechia","5419","Yield","406","Garlic","2018","2018","hg/ha","43617","Fc","Calculated data"
"QC","Crops","167","Czechia","5510","Production","406","Garlic","2018","2018","tonnes","1689","","Official data"
"QC","Crops","116","Democratic People's Republic of Korea","5419","Yield","406","Garlic","2018","2018","hg/ha","107460","Fc","Calculated data"
"QC","Crops","116","Democratic People's Republic of Korea","5510","Production","406","Garlic","2018","2018","tonnes","64247","Im","FAO data based on imputation methodology"
"QC","Crops","56","Dominican Republic","5419","Yield","406","Garlic","2018","2018","hg/ha","50264","Fc","Calculated data"
"QC","Crops","56","Dominican Republic","5510","Production","406","Garlic","2018","2018","tonnes","1517","","Official data"
"QC","Crops","58","Ecuador","5419","Yield","406","Garlic","2018","2018","hg/ha","15940","Fc","Calculated data"
"QC","Crops","58","Ecuador","5510","Production","406","Garlic","2018","2018","tonnes","1325","Im","FAO data based on imputation methodology"
"QC","Crops","59","Egypt","5419","Yield","406","Garlic","2018","2018","hg/ha","223921","Fc","Calculated data"
"QC","Crops","59","Egypt","5510","Production","406","Garlic","2018","2018","tonnes","286213","Im","FAO data based on imputation methodology"
"QC","Crops","63","Estonia","5419","Yield","406","Garlic","2018","2018","hg/ha","21364","Fc","Calculated data"
"QC","Crops","63","Estonia","5510","Production","406","Garlic","2018","2018","tonnes","235","","Official data"
"QC","Crops","238","Ethiopia","5419","Yield","406","Garlic","2018","2018","hg/ha","100413","Fc","Calculated data"
"QC","Crops","238","Ethiopia","5510","Production","406","Garlic","2018","2018","tonnes","124801","Im","FAO data based on imputation methodology"
"QC","Crops","67","Finland","5419","Yield","406","Garlic","2018","2018","hg/ha","13043","Fc","Calculated data"
"QC","Crops","67","Finland","5510","Production","406","Garlic","2018","2018","tonnes","60","","Official data"
"QC","Crops","68","France","5419","Yield","406","Garlic","2018","2018","hg/ha","70845","Fc","Calculated data"
"QC","Crops","68","France","5510","Production","406","Garlic","2018","2018","tonnes","20120","","Official data"
"QC","Crops","73","Georgia","5419","Yield","406","Garlic","2018","2018","hg/ha","38333","Fc","Calculated data"
"QC","Crops","73","Georgia","5510","Production","406","Garlic","2018","2018","tonnes","4600","","Official data"
"QC","Crops","84","Greece","5419","Yield","406","Garlic","2018","2018","hg/ha","78590","Fc","Calculated data"
"QC","Crops","84","Greece","5510","Production","406","Garlic","2018","2018","tonnes","6130","","Official data"
"QC","Crops","89","Guatemala","5419","Yield","406","Garlic","2018","2018","hg/ha","93159","Fc","Calculated data"
"QC","Crops","89","Guatemala","5510","Production","406","Garlic","2018","2018","tonnes","34173","Im","FAO data based on imputation methodology"
"QC","Crops","93","Haiti","5419","Yield","406","Garlic","2018","2018","hg/ha","264748","Fc","Calculated data"
"QC","Crops","93","Haiti","5510","Production","406","Garlic","2018","2018","tonnes","1092","Im","FAO data based on imputation methodology"
"QC","Crops","95","Honduras","5419","Yield","406","Garlic","2018","2018","hg/ha","38735","Fc","Calculated data"
"QC","Crops","95","Honduras","5510","Production","406","Garlic","2018","2018","tonnes","208","Im","FAO data based on imputation methodology"
"QC","Crops","97","Hungary","5419","Yield","406","Garlic","2018","2018","hg/ha","61288","Fc","Calculated data"
"QC","Crops","97","Hungary","5510","Production","406","Garlic","2018","2018","tonnes","7802","","Official data"
"QC","Crops","100","India","5419","Yield","406","Garlic","2018","2018","hg/ha","56799","Fc","Calculated data"
"QC","Crops","100","India","5510","Production","406","Garlic","2018","2018","tonnes","1721000","","Official data"
"QC","Crops","101","Indonesia","5419","Yield","406","Garlic","2018","2018","hg/ha","78400","Fc","Calculated data"
"QC","Crops","101","Indonesia","5510","Production","406","Garlic","2018","2018","tonnes","39302","","Official data"
"QC","Crops","102","Iran (Islamic Republic of)","5419","Yield","406","Garlic","2018","2018","hg/ha","123112","Fc","Calculated data"
"QC","Crops","102","Iran (Islamic Republic of)","5510","Production","406","Garlic","2018","2018","tonnes","58278","Im","FAO data based on imputation methodology"
"QC","Crops","103","Iraq","5419","Yield","406","Garlic","2018","2018","hg/ha","59916","Fc","Calculated data"
"QC","Crops","103","Iraq","5510","Production","406","Garlic","2018","2018","tonnes","2573","Im","FAO data based on imputation methodology"
"QC","Crops","105","Israel","5419","Yield","406","Garlic","2018","2018","hg/ha","75310","Fc","Calculated data"
"QC","Crops","105","Israel","5510","Production","406","Garlic","2018","2018","tonnes","1361","","Official data"
"QC","Crops","106","Italy","5419","Yield","406","Garlic","2018","2018","hg/ha","85351","Fc","Calculated data"
"QC","Crops","106","Italy","5510","Production","406","Garlic","2018","2018","tonnes","30496","","Official data"
"QC","Crops","110","Japan","5419","Yield","406","Garlic","2018","2018","hg/ha","84582","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","406","Garlic","2018","2018","tonnes","20978","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5419","Yield","406","Garlic","2018","2018","hg/ha","208579","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","406","Garlic","2018","2018","tonnes","2009","Im","FAO data based on imputation methodology"
"QC","Crops","108","Kazakhstan","5419","Yield","406","Garlic","2018","2018","hg/ha","198573","Fc","Calculated data"
"QC","Crops","108","Kazakhstan","5510","Production","406","Garlic","2018","2018","tonnes","44881","","Official data"
"QC","Crops","114","Kenya","5419","Yield","406","Garlic","2018","2018","hg/ha","147912","Fc","Calculated data"
"QC","Crops","114","Kenya","5510","Production","406","Garlic","2018","2018","tonnes","2033","Im","FAO data based on imputation methodology"
"QC","Crops","118","Kuwait","5419","Yield","406","Garlic","2018","2018","hg/ha","540000","Fc","Calculated data"
"QC","Crops","118","Kuwait","5510","Production","406","Garlic","2018","2018","tonnes","432","","Official data"
"QC","Crops","113","Kyrgyzstan","5419","Yield","406","Garlic","2018","2018","hg/ha","136588","Fc","Calculated data"
"QC","Crops","113","Kyrgyzstan","5510","Production","406","Garlic","2018","2018","tonnes","55523","","Official data"
"QC","Crops","119","Latvia","5419","Yield","406","Garlic","2018","2018","hg/ha","20775","Fc","Calculated data"
"QC","Crops","119","Latvia","5510","Production","406","Garlic","2018","2018","tonnes","1126","","Official data"
"QC","Crops","121","Lebanon","5419","Yield","406","Garlic","2018","2018","hg/ha","86414","Fc","Calculated data"
"QC","Crops","121","Lebanon","5510","Production","406","Garlic","2018","2018","tonnes","2353","Im","FAO data based on imputation methodology"
"QC","Crops","124","Libya","5419","Yield","406","Garlic","2018","2018","hg/ha","56855","Fc","Calculated data"
"QC","Crops","124","Libya","5510","Production","406","Garlic","2018","2018","tonnes","4771","Im","FAO data based on imputation methodology"
"QC","Crops","126","Lithuania","5419","Yield","406","Garlic","2018","2018","hg/ha","19815","Fc","Calculated data"
"QC","Crops","126","Lithuania","5510","Production","406","Garlic","2018","2018","tonnes","1070","","Official data"
"QC","Crops","129","Madagascar","5419","Yield","406","Garlic","2018","2018","hg/ha","67945","Fc","Calculated data"
"QC","Crops","129","Madagascar","5510","Production","406","Garlic","2018","2018","tonnes","2851","Im","FAO data based on imputation methodology"
"QC","Crops","130","Malawi","5419","Yield","406","Garlic","2018","2018","hg/ha","71370","Fc","Calculated data"
"QC","Crops","130","Malawi","5510","Production","406","Garlic","2018","2018","tonnes","521","","Official data"
"QC","Crops","133","Mali","5419","Yield","406","Garlic","2018","2018","hg/ha","145409","Fc","Calculated data"
"QC","Crops","133","Mali","5510","Production","406","Garlic","2018","2018","tonnes","14919","","Official data"
"QC","Crops","134","Malta","5419","Yield","406","Garlic","2018","2018","hg/ha","84088","Fc","Calculated data"
"QC","Crops","134","Malta","5510","Production","406","Garlic","2018","2018","tonnes","366","","Official data"
"QC","Crops","137","Mauritius","5419","Yield","406","Garlic","2018","2018","hg/ha","71000","Fc","Calculated data"
"QC","Crops","137","Mauritius","5510","Production","406","Garlic","2018","2018","tonnes","71","","Official data"
"QC","Crops","138","Mexico","5419","Yield","406","Garlic","2018","2018","hg/ha","128875","Fc","Calculated data"
"QC","Crops","138","Mexico","5510","Production","406","Garlic","2018","2018","tonnes","94692","","Official data"
"QC","Crops","273","Montenegro","5419","Yield","406","Garlic","2018","2018","hg/ha","41636","Fc","Calculated data"
"QC","Crops","273","Montenegro","5510","Production","406","Garlic","2018","2018","tonnes","1021","Im","FAO data based on imputation methodology"
"QC","Crops","143","Morocco","5419","Yield","406","Garlic","2018","2018","hg/ha","99714","Fc","Calculated data"
"QC","Crops","143","Morocco","5510","Production","406","Garlic","2018","2018","tonnes","13611","","Official data"
"QC","Crops","28","Myanmar","5419","Yield","406","Garlic","2018","2018","hg/ha","73724","Fc","Calculated data"
"QC","Crops","28","Myanmar","5510","Production","406","Garlic","2018","2018","tonnes","207094","Im","FAO data based on imputation methodology"
"QC","Crops","149","Nepal","5419","Yield","406","Garlic","2018","2018","hg/ha","70000","Fc","Calculated data"
"QC","Crops","149","Nepal","5510","Production","406","Garlic","2018","2018","tonnes","59500","","Official data"
"QC","Crops","150","Netherlands","5510","Production","406","Garlic","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","156","New Zealand","5419","Yield","406","Garlic","2018","2018","hg/ha","60164","Fc","Calculated data"
"QC","Crops","156","New Zealand","5510","Production","406","Garlic","2018","2018","tonnes","1995","Im","FAO data based on imputation methodology"
"QC","Crops","158","Niger","5419","Yield","406","Garlic","2018","2018","hg/ha","135255","Fc","Calculated data"
"QC","Crops","158","Niger","5510","Production","406","Garlic","2018","2018","tonnes","4937","","Official data"
"QC","Crops","159","Nigeria","5510","Production","406","Garlic","2018","2018","tonnes","900","F","FAO estimate"
"QC","Crops","154","North Macedonia","5419","Yield","406","Garlic","2018","2018","hg/ha","43516","Fc","Calculated data"
"QC","Crops","154","North Macedonia","5510","Production","406","Garlic","2018","2018","tonnes","4134","","Official data"
"QC","Crops","221","Oman","5419","Yield","406","Garlic","2018","2018","hg/ha","135355","Fc","Calculated data"
"QC","Crops","221","Oman","5510","Production","406","Garlic","2018","2018","tonnes","2477","","Official data"
"QC","Crops","165","Pakistan","5419","Yield","406","Garlic","2018","2018","hg/ha","93306","Fc","Calculated data"
"QC","Crops","165","Pakistan","5510","Production","406","Garlic","2018","2018","tonnes","81167","","Official data"
"QC","Crops","299","Palestine","5419","Yield","406","Garlic","2018","2018","hg/ha","102395","Fc","Calculated data"
"QC","Crops","299","Palestine","5510","Production","406","Garlic","2018","2018","tonnes","1074","Im","FAO data based on imputation methodology"
"QC","Crops","169","Paraguay","5419","Yield","406","Garlic","2018","2018","hg/ha","13939","Fc","Calculated data"
"QC","Crops","169","Paraguay","5510","Production","406","Garlic","2018","2018","tonnes","230","","Official data"
"QC","Crops","170","Peru","5419","Yield","406","Garlic","2018","2018","hg/ha","106519","Fc","Calculated data"
"QC","Crops","170","Peru","5510","Production","406","Garlic","2018","2018","tonnes","104574","","Official data"
"QC","Crops","171","Philippines","5419","Yield","406","Garlic","2018","2018","hg/ha","28482","Fc","Calculated data"
"QC","Crops","171","Philippines","5510","Production","406","Garlic","2018","2018","tonnes","7559","","Official data"
"QC","Crops","174","Portugal","5419","Yield","406","Garlic","2018","2018","hg/ha","117126","Fc","Calculated data"
"QC","Crops","174","Portugal","5510","Production","406","Garlic","2018","2018","tonnes","2038","","Official data"
"QC","Crops","117","Republic of Korea","5419","Yield","406","Garlic","2018","2018","hg/ha","117012","Fc","Calculated data"
"QC","Crops","117","Republic of Korea","5510","Production","406","Garlic","2018","2018","tonnes","331741","","Official data"
"QC","Crops","146","Republic of Moldova","5419","Yield","406","Garlic","2018","2018","hg/ha","35002","Fc","Calculated data"
"QC","Crops","146","Republic of Moldova","5510","Production","406","Garlic","2018","2018","tonnes","9510","","Official data"
"QC","Crops","182","Réunion","5419","Yield","406","Garlic","2018","2018","hg/ha","51372","Fc","Calculated data"
"QC","Crops","182","Réunion","5510","Production","406","Garlic","2018","2018","tonnes","56","Im","FAO data based on imputation methodology"
"QC","Crops","183","Romania","5419","Yield","406","Garlic","2018","2018","hg/ha","56866","Fc","Calculated data"
"QC","Crops","183","Romania","5510","Production","406","Garlic","2018","2018","tonnes","57975","","Official data"
"QC","Crops","185","Russian Federation","5419","Yield","406","Garlic","2018","2018","hg/ha","96680","Fc","Calculated data"
"QC","Crops","185","Russian Federation","5510","Production","406","Garlic","2018","2018","tonnes","211981","","Official data"
"QC","Crops","272","Serbia","5419","Yield","406","Garlic","2018","2018","hg/ha","25087","Fc","Calculated data"
"QC","Crops","272","Serbia","5510","Production","406","Garlic","2018","2018","tonnes","3615","","Official data"
"QC","Crops","199","Slovakia","5419","Yield","406","Garlic","2018","2018","hg/ha","38293","Fc","Calculated data"
"QC","Crops","199","Slovakia","5510","Production","406","Garlic","2018","2018","tonnes","314","","Official data"
"QC","Crops","198","Slovenia","5419","Yield","406","Garlic","2018","2018","hg/ha","58011","Fc","Calculated data"
"QC","Crops","198","Slovenia","5510","Production","406","Garlic","2018","2018","tonnes","1021","","Official data"
"QC","Crops","277","South Sudan","5510","Production","406","Garlic","2018","2018","tonnes","","M","Data not available"
"QC","Crops","203","Spain","5419","Yield","406","Garlic","2018","2018","hg/ha","96200","Fc","Calculated data"
"QC","Crops","203","Spain","5510","Production","406","Garlic","2018","2018","tonnes","273476","","Official data"
"QC","Crops","276","Sudan","5419","Yield","406","Garlic","2018","2018","hg/ha","56229","Fc","Calculated data"
"QC","Crops","276","Sudan","5510","Production","406","Garlic","2018","2018","tonnes","54922","Im","FAO data based on imputation methodology"
"QC","Crops","211","Switzerland","5419","Yield","406","Garlic","2018","2018","hg/ha","26667","Fc","Calculated data"
"QC","Crops","211","Switzerland","5510","Production","406","Garlic","2018","2018","tonnes","37","Im","FAO data based on imputation methodology"
"QC","Crops","212","Syrian Arab Republic","5419","Yield","406","Garlic","2018","2018","hg/ha","170000","Fc","Calculated data"
"QC","Crops","212","Syrian Arab Republic","5510","Production","406","Garlic","2018","2018","tonnes","3400","F","FAO estimate"
"QC","Crops","208","Tajikistan","5419","Yield","406","Garlic","2018","2018","hg/ha","143324","Fc","Calculated data"
"QC","Crops","208","Tajikistan","5510","Production","406","Garlic","2018","2018","tonnes","15643","","Official data"
"QC","Crops","216","Thailand","5419","Yield","406","Garlic","2018","2018","hg/ha","62348","Fc","Calculated data"
"QC","Crops","216","Thailand","5510","Production","406","Garlic","2018","2018","tonnes","74288","Im","FAO data based on imputation methodology"
"QC","Crops","176","Timor-Leste","5419","Yield","406","Garlic","2018","2018","hg/ha","24246","Fc","Calculated data"
"QC","Crops","176","Timor-Leste","5510","Production","406","Garlic","2018","2018","tonnes","415","Im","FAO data based on imputation methodology"
"QC","Crops","222","Tunisia","5419","Yield","406","Garlic","2018","2018","hg/ha","83142","Fc","Calculated data"
"QC","Crops","222","Tunisia","5510","Production","406","Garlic","2018","2018","tonnes","18549","Im","FAO data based on imputation methodology"
"QC","Crops","223","Turkey","5419","Yield","406","Garlic","2018","2018","hg/ha","89057","Fc","Calculated data"
"QC","Crops","223","Turkey","5510","Production","406","Garlic","2018","2018","tonnes","143207","","Official data"
"QC","Crops","213","Turkmenistan","5419","Yield","406","Garlic","2018","2018","hg/ha","107482","Fc","Calculated data"
"QC","Crops","213","Turkmenistan","5510","Production","406","Garlic","2018","2018","tonnes","3312","Im","FAO data based on imputation methodology"
"QC","Crops","230","Ukraine","5419","Yield","406","Garlic","2018","2018","hg/ha","84243","Fc","Calculated data"
"QC","Crops","230","Ukraine","5510","Production","406","Garlic","2018","2018","tonnes","187020","","Official data"
"QC","Crops","215","United Republic of Tanzania","5419","Yield","406","Garlic","2018","2018","hg/ha","31306","Fc","Calculated data"
"QC","Crops","215","United Republic of Tanzania","5510","Production","406","Garlic","2018","2018","tonnes","5663","Im","FAO data based on imputation methodology"
"QC","Crops","231","United States of America","5419","Yield","406","Garlic","2018","2018","hg/ha","196143","Fc","Calculated data"
"QC","Crops","231","United States of America","5510","Production","406","Garlic","2018","2018","tonnes","260340","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","406","Garlic","2018","2018","hg/ha","54449","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","406","Garlic","2018","2018","tonnes","835","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","406","Garlic","2018","2018","hg/ha","266253","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","406","Garlic","2018","2018","tonnes","254857","","Official data"
"QC","Crops","236","Venezuela (Bolivarian Republic of)","5419","Yield","406","Garlic","2018","2018","hg/ha","95133","Fc","Calculated data"
"QC","Crops","236","Venezuela (Bolivarian Republic of)","5510","Production","406","Garlic","2018","2018","tonnes","15108","Im","FAO data based on imputation methodology"
"QC","Crops","249","Yemen","5419","Yield","406","Garlic","2018","2018","hg/ha","45357","Fc","Calculated data"
"QC","Crops","249","Yemen","5510","Production","406","Garlic","2018","2018","tonnes","3269","Im","FAO data based on imputation methodology"
"QC","Crops","181","Zimbabwe","5510","Production","406","Garlic","2018","2018","tonnes","221","Im","FAO data based on imputation methodology"
