sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2006,Cuba,2.572748,Upper Middle Income Country (World Bank Classification),2.56197545283018867924528,Caribbean,Latin America and the Caribbean,2.2592025
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2007,Cuba,2.642212,Upper Middle Income Country (World Bank Classification),2.52118084905660377358491,Caribbean,Latin America and the Caribbean,2.29811375
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2008,Cuba,2.827381,Upper Middle Income Country (World Bank Classification),2.55390420454545454545455,Caribbean,Latin America and the Caribbean,2.21590534782608695652174
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2009,Cuba,2.619402,Upper Middle Income Country (World Bank Classification),2.51695593181818181818182,Caribbean,Latin America and the Caribbean,2.19033304347826086956522
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2010,Cuba,3.109104,Upper Middle Income Country (World Bank Classification),2.53188052272727272727273,Caribbean,Latin America and the Caribbean,2.18462491304347826086957
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2011,Cuba,3.100951,Upper Middle Income Country (World Bank Classification),2.53219188636363636363636,Caribbean,Latin America and the Caribbean,2.15912413043478260869565
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2012,Cuba,3.01489,Upper Middle Income Country (World Bank Classification),2.53423372727272727272727,Caribbean,Latin America and the Caribbean,2.14965660869565217391304
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2013,Cuba,3.017479,Upper Middle Income Country (World Bank Classification),2.50365097727272727272727,Caribbean,Latin America and the Caribbean,2.15147439130434782608696
Environment and Global Climate Change,Emissions,5478,CO2 intensity (kg per kg of oil equivalent energy use),2014,Cuba,2.977709,Upper Middle Income Country (World Bank Classification),2.52895365116279069767442,Caribbean,Latin America and the Caribbean,2.09877827272727272727273
Environment and Global Climate Change,Biodiversity,5503,Marine protected areas (percentage of territorial waters),2016,Cuba,4.324745,Upper Middle Income Country (World Bank Classification),3.20221686666666666666667,Caribbean,Latin America and the Caribbean,3.12519372
Environment and Global Climate Change,Biodiversity,5503,Marine protected areas (percentage of territorial waters),2017,Cuba,4.324951,Upper Middle Income Country (World Bank Classification),5.35992825,Caribbean,Latin America and the Caribbean,6.54759153846153846153846
Environment and Global Climate Change,Biodiversity,5503,Marine protected areas (percentage of territorial waters),2018,Cuba,4.324951,Upper Middle Income Country (World Bank Classification),5.35992825,Caribbean,Latin America and the Caribbean,6.54759153846153846153846
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2006,Cuba,25.782204,Upper Middle Income Country (World Bank Classification),33.922024327272727272727272727273,Caribbean,Latin America and the Caribbean,42.313916535714285714285714285714
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2007,Cuba,26.221345,Upper Middle Income Country (World Bank Classification),33.996474854545454545454545454545,Caribbean,Latin America and the Caribbean,42.186064535714285714285714285714
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2008,Cuba,26.662909,Upper Middle Income Country (World Bank Classification),34.065135836363636363636363636364,Caribbean,Latin America and the Caribbean,42.058316535714285714285714285714
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2009,Cuba,27.104472,Upper Middle Income Country (World Bank Classification),34.134404072727272727272727272727,Caribbean,Latin America and the Caribbean,41.930551214285714285714285714286
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2010,Cuba,27.546035,Upper Middle Income Country (World Bank Classification),34.202658254545454545454545454545,Caribbean,Latin America and the Caribbean,41.802787428571428571428571428571
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2011,Cuba,27.938577,Upper Middle Income Country (World Bank Classification),34.214980854545454545454545454545,Caribbean,Latin America and the Caribbean,41.738541857142857142857142857143
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2012,Cuba,28.55076,Upper Middle Income Country (World Bank Classification),34.231951145454545454545454545455,Caribbean,Latin America and the Caribbean,41.682070642857142857142857142857
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2013,Cuba,29.675687,Upper Middle Income Country (World Bank Classification),34.257910418181818181818181818182,Caribbean,Latin America and the Caribbean,41.643998464285714285714285714286
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2014,Cuba,30.248028,Upper Middle Income Country (World Bank Classification),34.2734414,Caribbean,Latin America and the Caribbean,41.586104535714285714285714285714
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2015,Cuba,30.763315,Upper Middle Income Country (World Bank Classification),34.288289963636363636363636363636,Caribbean,Latin America and the Caribbean,41.526243785714285714285714285714
Environment and Global Climate Change,Land resources,5515,Forest area (percentage of land area),2016,Cuba,31.278601,Upper Middle Income Country (World Bank Classification),34.3030978181818181818182,Caribbean,Latin America and the Caribbean,41.466383321428571428571428571429
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2005,Cuba,0.443228,Upper Middle Income Country (World Bank Classification),32.1563908,Caribbean,Latin America and the Caribbean,46.173908652173913043478260869565
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2006,Cuba,0.570769,Upper Middle Income Country (World Bank Classification),31.961509533333333333333333333333,Caribbean,Latin America and the Caribbean,45.7218786956521739130435
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2007,Cuba,0.686564,Upper Middle Income Country (World Bank Classification),30.7522702,Caribbean,Latin America and the Caribbean,44.674518608695652173913043478261
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2008,Cuba,0.780587,Upper Middle Income Country (World Bank Classification),30.349951466666666666666666666667,Caribbean,Latin America and the Caribbean,44.500819260869565217391304347826
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2009,Cuba,0.851472,Upper Middle Income Country (World Bank Classification),30.921252133333333333333333333333,Caribbean,Latin America and the Caribbean,42.538604391304347826087
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2010,Cuba,0.557567,Upper Middle Income Country (World Bank Classification),31.820559644444444444444444444444,Caribbean,Latin America and the Caribbean,42.917103
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2011,Cuba,0.557432,Upper Middle Income Country (World Bank Classification),29.399540355555555555555555555556,Caribbean,Latin America and the Caribbean,41.3783622608695652173913
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2012,Cuba,0.602344,Upper Middle Income Country (World Bank Classification),28.8386473333333333333333,Caribbean,Latin America and the Caribbean,40.5227887391304347826087
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2013,Cuba,0.663532,Upper Middle Income Country (World Bank Classification),29.922559977777777777777777777778,Caribbean,Latin America and the Caribbean,39.4775239565217391304348
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2014,Cuba,0.537024,Upper Middle Income Country (World Bank Classification),28.632103466666666666666666666667,Caribbean,Latin America and the Caribbean,38.7195851739130434782609
Environment and Global Climate Change,Energy resources,5552,Electricity production from hydroelectric sources (percentage of total),2015,Cuba,0.236593,Upper Middle Income Country (World Bank Classification),28.599173422222222222222222222222,Caribbean,Latin America and the Caribbean,36.9804272608695652173913
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2004,Cuba,1175.339645,Upper Middle Income Country (World Bank Classification),2080.9411228409090909090909090909,Caribbean,Latin America and the Caribbean,1520.8652533913043478260869565217
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2005,Cuba,1155.077502,Upper Middle Income Country (World Bank Classification),2226.3843636,Caribbean,Latin America and the Caribbean,1582.8402734782608695652173913043
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2006,Cuba,1227.217445,Upper Middle Income Country (World Bank Classification),2301.3271891555555555555555555556,Caribbean,Latin America and the Caribbean,1640.9596798695652173913043478261
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2007,Cuba,1302.44788,Upper Middle Income Country (World Bank Classification),2357.3262047555555555555555555556,Caribbean,Latin America and the Caribbean,1691.5207295217391304347826086957
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2008,Cuba,1323.39934,Upper Middle Income Country (World Bank Classification),2399.7138167111111111111111111111,Caribbean,Latin America and the Caribbean,1714.3369631739130434782608695652
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2009,Cuba,1334.763375,Upper Middle Income Country (World Bank Classification),2347.8236914,Caribbean,Latin America and the Caribbean,1715.8275777826086956521739130435
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2010,Cuba,1303.15508,Upper Middle Income Country (World Bank Classification),2469.6662953333333333333333333333,Caribbean,Latin America and the Caribbean,1780.9317207826086956521739130435
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2011,Cuba,1332.512212,Upper Middle Income Country (World Bank Classification),2557.0010574666666666666666666667,Caribbean,Latin America and the Caribbean,1859.6105113043478260869565217391
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2012,Cuba,1379.218326,Upper Middle Income Country (World Bank Classification),2567.2343217333333333333333333333,Caribbean,Latin America and the Caribbean,1911.0726056521739130434782608696
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2013,Cuba,1435.558092,Upper Middle Income Country (World Bank Classification),2613.9454076,Caribbean,Latin America and the Caribbean,1964.7550210434782608695652173913
Environment and Global Climate Change,Energy resources,5598,Electric power consumption (kWh per capita),2014,Cuba,1450.883717,Upper Middle Income Country (World Bank Classification),2611.9055456888888888888888888889,Caribbean,Latin America and the Caribbean,1974.8189419130434782608695652174
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2009,Cuba,67.882004,Upper Middle Income Country (World Bank Classification),65.305615346153846153846153846154,Caribbean,Latin America and the Caribbean,72.606429107142857142857142857143
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2010,Cuba,66.775002,Upper Middle Income Country (World Bank Classification),65.097576788461538461538461538462,Caribbean,Latin America and the Caribbean,72.390142821428571428571428571429
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2011,Cuba,66.071999,Upper Middle Income Country (World Bank Classification),65.041634634615384615384615384615,Caribbean,Latin America and the Caribbean,72.274356857142857142857142857143
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2012,Cuba,65.585999,Upper Middle Income Country (World Bank Classification),65.323095826923076923076923076923,Caribbean,Latin America and the Caribbean,72.4580355
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2013,Cuba,65.501999,Upper Middle Income Country (World Bank Classification),65.250269403846153846153846153846,Caribbean,Latin America and the Caribbean,72.086464214285714285714285714286
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2014,Cuba,65.773003,Upper Middle Income Country (World Bank Classification),65.4506345,Caribbean,Latin America and the Caribbean,72.129392785714285714285714285714
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2015,Cuba,65.571999,Upper Middle Income Country (World Bank Classification),65.536288769230769230769230769231,Caribbean,Latin America and the Caribbean,72.0100364285714285714286
Gender,Employment,5656,"Employment to population ratio, 15+, male (percentage) (modeled ILO estimate)",2016,Cuba,65.679001,Upper Middle Income Country (World Bank Classification),65.555615019230769230769230769231,Caribbean,Latin America and the Caribbean,71.792428071428571428571428571429
